date_of_receipt_of_the_order,delivery_address,confectioner_id,courier_id,customer_id,discount_id,package_id
2011-06-29 14:18:24Z,Longleigh   Drive,1225,376,977,36,142
2013-04-27 05:06:37Z,Clarks  Vale,350,718,529,320,1584
2018-12-14 18:38:28Z,Yoakley Lane,669,394,935,803,988
2010-12-05 15:56:09Z,Belgrave  Grove,1404,592,736,1761,1471
2013-08-02 13:45:46Z,Bloomsbury  Boulevard,599,970,807,965,1025
2014-03-12 21:30:45Z,Chartham  Crossroad,1378,1706,583,1100,1339
2019-11-25 03:24:39Z,Oxford Walk,1493,1314,1936,1583,1822
2022-05-22 11:02:41Z,Virgil   Way,66,1794,1965,1996,23
2017-04-06 08:00:37Z,Ampton  Street,1724,1213,1030,1179,372
2017-11-18 19:36:22Z,Chatfield  Tunnel,1000,1477,1493,1028,1442
2015-05-08 22:00:42Z,Castile  Avenue,159,1640,788,1135,1343
2019-10-03 13:02:38Z,Argyle  Street,1119,1589,724,553,644
2019-12-23 20:12:05Z,Church Drive,1538,795,489,504,994
2020-11-21 21:01:37Z,Thomas Doyle   Rue,730,1054,1389,391,1237
2022-02-25 02:01:19Z,King Crossroad,582,358,1903,304,889
2011-03-02 05:05:30Z,Queen Caroline   Hill,227,103,1993,647,839
2013-04-16 17:05:37Z,Sheraton   Boulevard,1814,859,1670,1164,254
2011-12-09 22:06:04Z,Durham Drive,1810,213,131,600,691
2015-02-12 19:47:31Z,Bury  Street,1659,827,1286,397,590
2016-09-12 19:14:13Z,Bury  Alley,1909,544,1044,634,1724
2022-07-08 01:07:23Z,Charnwood   Lane,275,292,1781,516,240
2021-10-20 08:13:48Z,Epworth  Drive,1404,1200,843,1877,1856
2021-02-05 10:15:48Z,Walnut Way,1615,304,1586,1555,57
2016-11-27 20:42:24Z,Timber   Crossroad,1851,553,994,616,75
2015-02-22 21:52:00Z,Bellenden   Crossroad,1955,1139,1844,1791,1846
2010-06-15 05:38:07Z,Comet House  Avenue,1043,677,1477,930,684
2021-06-08 19:19:06Z,Bendmore  Road,1748,1348,290,883,1241
2020-08-13 01:19:55Z,West Alley,1875,349,448,1711,265
2017-11-26 19:29:44Z,Chancellor  Tunnel,835,1510,318,1138,1144
2010-09-13 01:02:39Z,Camelot   Alley,1913,1391,497,1501,963
2015-05-22 09:35:47Z,Under  Vale,872,802,1129,482,973
2019-09-18 05:27:35Z,Endsleigh  Street,1213,514,780,566,103
2013-03-07 00:16:52Z,Cliffords  Rue,1750,435,1057,1214,764
2011-08-24 10:06:09Z,Blanchard  Way,598,638,1516,9,662
2017-05-16 07:48:12Z,Woodland Road,1517,178,1983,721,398
2014-09-20 03:34:30Z,Calverley  Route,1559,1051,695,1425,1758
2014-10-02 02:00:29Z,Chantry   Vale,1932,1915,143,1050,95
2021-11-15 10:57:04Z,Blake  Crossroad,1722,917,879,1231,43
2022-01-22 02:55:34Z,Cavendish Lane,1790,1079,465,1314,1237
2018-12-10 21:41:12Z,Collins  Vale,1172,246,69,579,1347
2014-02-08 05:08:31Z,Beatty  Lane,1911,1329,1778,547,528
2014-06-24 04:54:32Z,East Rue,133,125,1063,585,780
2013-11-02 17:02:21Z,Linden Avenue,1459,1744,633,1163,1463
2013-04-20 17:41:25Z,Elia   Street,1984,1167,1136,1535,690
2015-07-05 13:31:16Z,Angrave    Crossroad,1849,114,1943,1515,762
2022-01-12 21:22:29Z,Blackwall  Way,945,1869,34,1914,1365
2017-12-19 21:08:50Z,Mariner   Rue,1670,141,1896,1449,1244
2022-05-08 07:26:48Z,Canon Rue,1800,1895,520,1219,1947
2021-05-06 19:44:03Z,Lake Lane,771,223,1266,1502,776
2019-08-20 22:36:08Z,Sherwood  Drive,477,443,1802,1619,1313
2013-12-11 22:03:03Z,Hickory Lane Way,1563,70,138,1394,146
2018-04-23 01:17:05Z,Cecilia  Street,1826,1370,1673,183,1742
2017-04-22 13:27:12Z,Durweston   Pass,1868,1419,78,1416,329
2012-10-23 12:44:58Z,Ayres   Grove,1584,660,1196,1364,1381
2018-09-07 07:33:49Z,Amwell    Vale,59,616,433,1946,1131
2015-08-15 10:27:35Z,Badric  Pass,72,202,719,1317,730
2016-03-05 19:44:20Z,Rail Walk,950,1785,1014,986,378
2021-04-29 21:06:38Z,Howard Lane,1555,1360,1461,984,383
2018-06-17 02:18:31Z,Caslon   Vale,152,588,995,646,64
2013-12-10 19:43:04Z,Vine  Boulevard,483,1665,647,932,145
2013-03-01 13:31:28Z,Under  Rue,274,646,1359,1856,1746
2013-09-10 04:37:02Z,Ashley Drive,622,1634,426,1991,1732
2020-11-28 14:14:53Z,Boleyn  Route,865,878,1795,337,1450
2017-07-09 19:44:58Z,Duthie   Hill,798,315,349,1287,208
2015-08-06 13:32:25Z,Abbotswell  Alley,558,1044,1013,507,154
2014-11-26 16:54:13Z,Buttonwood Pass,1474,1780,481,61,1409
2017-04-07 13:45:16Z,Geffrye   Way,1546,836,112,1642,446
2019-07-24 04:39:21Z,Birkenhead   Lane,726,320,751,1324,944
2016-07-10 11:01:04Z,Chestnut  Crossroad,1363,840,568,806,147
2019-06-07 00:55:39Z,Blean   Walk,1326,1497,177,395,511
2012-01-03 22:43:33Z,Gate   Street,1605,1055,162,1310,86
2011-02-18 02:16:15Z,Westcott  Avenue,1897,1473,1271,1074,1640
2018-08-10 10:37:24Z,Tisbury  Pass,1150,993,1253,1148,549
2013-03-16 07:01:19Z,Bellenden  Avenue,972,1235,1513,645,837
2018-11-16 21:49:22Z,Eldon  Hill,329,1600,704,1123,1436
2014-05-06 07:15:54Z,Thoresby   Boulevard,89,1904,1168,57,938
2020-07-24 19:55:14Z,Bennett  Drive,944,501,37,1561,996
2013-03-03 17:41:33Z,Hickory Lane Crossroad,1992,665,1653,445,1425
2016-11-12 00:41:04Z,Fawn Hill,300,1146,1608,1477,781
2012-10-12 02:58:25Z,Beatty  Pass,432,657,203,1086,1875
2020-11-14 01:28:13Z,Belgrave  Crossroad,389,1911,503,403,494
2011-04-19 07:55:31Z,Fairbairn  Boulevard,1849,202,891,1952,1518
2021-02-02 13:33:34Z,Coborn  Street,578,234,996,242,340
2017-09-04 03:36:34Z,Argyle  Street,595,758,1697,974,378
2022-07-28 00:39:28Z,Bell    Lane,1785,808,1,196,1923
2011-01-02 05:54:38Z,Tiptree   Walk,26,1334,270,1407,252
2022-02-02 16:46:54Z,Fieldstone Lane,1467,1606,134,255,544
2018-08-20 13:32:54Z,Blomfield  Road,768,448,188,242,144
2018-03-06 02:22:38Z,Battis   Grove,998,732,364,705,971
2020-12-08 02:54:41Z,Parkfields Rue,1940,1340,395,63,1668
2020-06-18 13:19:05Z,Spruce Street,1919,566,1822,1219,11
2021-02-27 02:40:32Z,Blomfield  Vale,633,609,1402,1891,1839
2012-04-30 17:26:58Z,Apsley    Crossroad,1409,507,848,1847,81
2020-05-02 06:48:19Z,Liverpool  Hill,544,812,1797,883,1751
2020-11-13 05:48:00Z,Cardinal Alley,1597,707,1785,661,1776
2021-07-05 08:33:37Z,Mariner   Route,218,1157,1315,372,164
2020-08-20 07:24:43Z,Capeners  Avenue,1505,65,590,95,956
2013-12-10 21:12:10Z,South Street,1192,909,141,62,1419
2021-10-15 09:25:44Z,Linda Lane Rue,1825,594,641,1568,1380
2019-10-22 09:30:35Z,Cingworth  Crossroad,561,1202,1720,72,1682
2015-04-18 01:38:25Z,Tilson  Avenue,1832,1964,406,231,103
2011-05-31 09:00:17Z,Hickory Lane Avenue,102,240,1995,1453,1388
2017-12-20 03:47:39Z,Thomas More   Tunnel,1462,349,939,341,1348
2010-11-10 22:20:06Z,Hammersmith  Road,817,762,677,1162,1149
2019-02-22 07:06:35Z,Fawn Route,1541,1100,1481,76,229
2019-04-10 10:28:36Z,Dutton   Tunnel,1305,503,57,1292,1761
2015-08-25 07:01:56Z,Fairview Lane,78,1423,1234,777,226
2010-07-02 10:28:32Z,Mariner  Way,699,807,1838,860,1273
2022-05-15 06:51:37Z,Canal  Drive,308,1457,174,1105,1857
2020-09-10 20:45:34Z,Emden   Road,1687,1023,58,841,1452
2017-10-22 09:01:08Z,Vintners  Way,29,1803,1250,1454,902
2020-05-15 08:43:05Z,Thrale   Drive,108,1115,1776,603,1120
2011-06-05 14:36:46Z,Pine Drive,677,1120,815,802,432
2012-12-06 15:25:36Z,Bush  Avenue,1107,1428,371,1855,404
2014-11-01 01:22:49Z,Walnut Tunnel,1744,915,942,1064,849
2010-07-13 07:22:30Z,Erindale Avenue,80,1127,130,639,100
2017-07-25 03:03:38Z,Berriman  Vale,1074,9,349,232,1264
2021-10-20 06:31:24Z,Central  Route,130,1375,1900,1859,1367
2020-05-29 14:06:14Z,Vincent  Crossroad,57,1349,1244,1726,1764
2014-03-09 11:12:45Z,Ensign   Vale,1437,1841,934,716,617
2015-04-24 09:06:58Z,Balfe   Tunnel,1270,997,754,739,241
2021-09-03 08:25:32Z,Gatonby   Crossroad,1387,1951,1000,988,1538
2010-05-02 21:02:11Z,Abbotswell  Avenue,1827,1938,60,926,652
2016-05-25 05:41:07Z,Underwood  Hill,1484,79,247,972,1026
2012-08-15 13:50:20Z,Apothecary   Tunnel,1716,454,982,1716,1629
2018-04-25 08:09:55Z,Coborn  Walk,284,1169,816,680,1315
2017-06-10 19:11:50Z,Commercial  Hill,214,468,921,741,566
2016-08-29 17:26:20Z,Aylward   Vale,1295,222,1605,1943,935
2018-10-22 13:18:57Z,Belgrave  Hill,1843,1795,1078,156,347
2017-01-27 00:58:08Z,Cleveland  Avenue,606,241,515,796,888
2014-08-21 20:24:29Z,Linda   Rue,28,1873,595,1074,1371
2011-05-13 04:36:32Z,Carol   Street,1151,625,1125,1663,411
2014-05-28 04:24:21Z,Thomas  Way,275,1616,1365,1429,140
2013-01-13 05:25:32Z,College  Walk,444,1768,1204,1560,1272
2021-02-27 21:46:31Z,North Pass,207,1089,1890,1670,1225
2011-12-21 12:12:05Z,Gate   Pass,799,1599,979,1709,1942
2010-06-17 22:22:06Z,Chartham  Boulevard,1506,181,1357,459,850
2019-02-18 07:29:33Z,Bocking   Way,832,1409,276,1539,469
2018-01-26 01:52:19Z,Ashley Avenue,997,970,1604,582,1563
2021-07-15 20:49:08Z,College  Avenue,1508,1583,1709,314,766
2019-06-12 19:51:34Z,Cephas  Tunnel,1507,768,1569,1433,403
2020-05-29 07:17:13Z,Eldon  Hill,559,1184,387,855,268
2021-12-20 10:36:42Z,Linden Walk,1869,1901,693,1830,155
2013-02-04 08:03:26Z,Garfield Rue,441,1463,837,1012,130
2018-12-01 01:29:49Z,Carolina  Hill,332,1024,525,1927,1911
2017-09-14 21:24:57Z,Coborn  Drive,1916,898,1668,741,573
2019-05-28 02:56:10Z,Chester  Grove,1178,744,924,18,1256
2021-02-15 17:31:13Z,Dunstans  Vale,725,1569,1669,1305,228
2013-09-02 17:08:02Z,Biggerstaff   Way,479,1546,1939,1344,1389
2015-03-13 08:23:52Z,Colombo   Vale,1496,1845,1781,1003,1894
2022-07-16 01:38:26Z,Waldram Park  Hill,1567,174,100,1071,1267
2017-12-04 18:11:02Z,Fieldstone Street,1908,265,1377,79,1912
2012-02-05 08:09:48Z,Collingwood  Pass,486,74,1823,1524,1224
2014-05-11 18:04:22Z,Arline    Walk,1417,1979,1765,1244,319
2019-12-16 17:34:41Z,Andrews  Rue,1040,1937,1516,1626,1815
2010-02-11 20:16:16Z,Rosewood Drive,107,1687,27,1247,1742
2022-12-20 11:23:56Z,Cedarne  Avenue,295,848,1398,313,668
2010-01-11 13:24:14Z,Aspen Boulevard,1081,1033,1886,9,1597
2015-07-23 18:10:05Z,Angela   Walk,1465,1872,79,1218,1071
2021-08-18 17:06:18Z,Thorndike   Rue,64,1643,668,229,1503
2018-10-09 20:40:51Z,Becklow  Vale,1452,606,993,1361,1734
2012-08-02 01:35:46Z,Caxton  Road,687,1383,1525,234,1449
2016-01-25 16:39:07Z,Arundel   Lane,1747,969,243,1340,1369
2018-10-13 02:16:24Z,Bekesbourne   Road,1210,420,1472,225,1709
2010-05-12 12:03:41Z,Cardinal Pass,1998,956,1285,704,1269
2022-05-07 09:57:11Z,Cockspur  Way,1680,859,25,1118,394
2016-09-08 08:29:29Z,Birkenhead   Grove,609,174,1105,762,1225
2017-12-15 15:06:04Z,Woodland Street,287,971,1287,56,666
2010-07-14 03:50:26Z,Chalcot  Route,29,740,613,201,592
2020-10-17 00:39:12Z,Garfield Street,1112,348,1111,1598,508
2014-05-23 18:17:05Z,Sheffield Pass,1225,573,1053,1831,339
2012-05-12 07:19:37Z,Carltoun   Road,1791,146,366,149,1024
2014-02-10 19:04:24Z,Fawn Alley,1866,1859,939,944,1067
2020-03-26 18:02:08Z,Zealand Crossroad,513,1514,41,1148,760
2018-08-05 19:19:51Z,Bagford   Vale,999,556,966,1232,359
2020-09-24 11:26:01Z,Black Friars   Vale,1088,706,1194,893,1394
2018-06-04 12:30:35Z,Cingworth  Pass,73,1633,851,109,1876
2022-03-04 04:12:04Z,Battis   Hill,1601,860,383,1978,1834
2017-11-26 22:31:41Z,Badric  Pass,247,427,1334,1953,1867
2022-07-12 04:46:21Z,Eldon  Street,1476,483,1333,382,251
2021-07-15 12:15:47Z,Clarges   Route,1981,1105,335,510,1416
2019-07-01 21:30:04Z,Epworth  Avenue,637,1386,425,774,1922
2010-01-15 05:00:16Z,Chalcot  Way,1196,1383,1900,645,1453
2016-04-10 02:57:26Z,Abbotswell  Rue,1481,445,230,1619,1357
2013-04-28 11:49:50Z,Woodland Drive,499,1846,1946,1956,1476
2022-01-15 12:01:47Z,Bicknell  Drive,695,1908,951,609,771
2010-01-20 10:23:05Z,Cheney  Road,1342,1904,1979,544,304
2014-03-20 22:30:25Z,Enford   Walk,1243,885,54,699,1496
2019-09-05 04:24:24Z,Virginia Crossroad,1489,1750,321,669,748
2021-04-22 10:22:26Z,Fawn Street,448,505,42,1977,932
2020-01-27 05:03:16Z,Glenwood Grove,1092,666,66,556,73
2013-04-28 16:12:40Z,Apothecary   Route,1625,416,230,223,1634
2022-05-08 02:02:02Z,Lexington Road,848,437,1549,657,1519
2013-08-14 09:10:20Z,Adelaide  Avenue,564,659,1655,603,193
2020-11-01 05:39:13Z,Birkin   Crossroad,1712,879,1626,1748,710
2022-06-12 06:56:13Z,Beaumont  Route,981,1818,1629,1006,1416
2016-06-13 10:47:29Z,Canon Drive,615,1851,1571,568,1032
2021-02-04 06:48:22Z,Amwell    Drive,1183,724,670,1030,1770
2022-01-02 10:52:22Z,Black Friars   Street,1801,1677,1837,974,1187
2011-08-19 16:14:25Z,Collingwood  Walk,1728,265,1774,178,142
2015-09-28 09:41:23Z,Cliff  Hill,997,635,905,336,386
2017-12-09 11:20:36Z,Cockspur  Crossroad,217,51,1893,731,59
2013-05-19 03:06:07Z,Fieldstone Grove,1547,996,406,1255,1593
2021-01-31 00:26:40Z,Arline    Tunnel,731,681,1202,70,852
2022-02-13 02:42:04Z,Caxton  Street,30,49,1724,285,1411
2015-05-13 03:33:17Z,Black Swan  Alley,125,1088,1909,1929,1130
2020-08-01 15:20:09Z,Sherwood  Alley,1684,1320,1213,1528,1988
2020-11-03 04:58:24Z,Duthie   Avenue,1169,966,358,1531,1309
2011-11-30 13:16:07Z,Bocking   Grove,496,557,115,160,922
2014-10-10 06:03:42Z,Tiptree   Tunnel,1811,364,404,1072,1883
2015-06-08 07:20:17Z,West Walk,1124,1918,944,1572,1599
2012-01-30 11:44:51Z,Chancellor  Rue,749,824,656,1414,1829
2014-11-06 19:41:20Z,Geary   Pass,682,1154,1993,1127,238
2012-09-02 04:55:45Z,Black Friars   Alley,950,1433,196,1216,1350
2017-05-19 03:32:57Z,Queen Grove,481,1614,1579,416,470
2016-07-18 22:30:35Z,Catherine  Vale,1668,1237,1789,1578,472
2010-07-16 07:33:55Z,Blore  Avenue,594,1874,1223,1218,613
2019-01-26 06:32:46Z,Earl Rise Crossroad,1836,674,380,1547,1821
2022-08-15 15:57:15Z,Fair Road,637,1764,959,1427,1771
2014-04-26 02:14:24Z,Empress  Route,1437,1021,1705,1192,1251
2012-07-25 06:14:02Z,Boldero   Avenue,1994,1401,1116,1199,924
2011-09-12 07:52:56Z,Black Swan  Drive,536,1237,1458,260,1185
2020-07-21 21:27:31Z,Clerkenwell Lane,1094,1236,1358,1842,630
2014-06-28 11:41:00Z,Victoria Rise Walk,1594,1770,1557,312,573
2021-04-24 22:53:30Z,Chambers  Hill,1471,485,469,1733,991
2017-11-10 10:17:34Z,Champion  Boulevard,228,308,1879,1840,1081
2020-08-08 22:24:14Z,Bethwin  Avenue,1002,1642,1688,702,874
2016-10-30 01:29:36Z,Marina  Lane,1945,1764,874,1374,896
2021-01-16 20:14:41Z,Ellerman   Road,994,1542,1250,433,732
2014-04-14 03:54:06Z,Hampden  Walk,496,1482,826,46,290
2012-03-07 21:13:04Z,Egerton  Way,449,363,115,967,1707
2014-10-12 03:31:58Z,Pine Hill,916,649,147,1452,441
2012-01-27 17:20:41Z,Bekesbourne   Vale,366,1269,1391,549,851
2019-03-02 16:19:28Z,Waldram Park  Drive,1789,1093,888,319,1765
2016-03-09 17:46:33Z,Cave   Pass,1346,567,177,1899,837
2022-04-24 17:29:43Z,Walnut Road,158,1996,845,1575,1159
2022-03-31 10:49:39Z,Dunton  Pass,1025,859,1053,564,123
2013-08-05 06:33:54Z,Cloth  Route,937,1923,824,372,952
2013-09-21 17:32:57Z,Eaglet  Hill,1760,935,891,1473,191
2021-08-25 19:20:43Z,King Alley,1853,1542,1317,846,274
2021-07-06 11:13:10Z,Wager   Drive,1362,1060,922,751,788
2016-01-22 03:04:07Z,Carolina  Rue,1922,1099,118,1672,650
2012-05-10 08:42:33Z,Ashley Boulevard,709,71,1282,1054,106
2011-12-12 20:03:44Z,Littlebury  Alley,1761,1573,1831,552,1440
2016-07-13 08:11:39Z,Canal  Avenue,543,1620,219,728,601
2017-04-16 07:50:26Z,Monroe Pass,717,351,851,1468,1733
2015-05-16 22:11:03Z,Bennett  Pass,1765,1338,545,1841,98
2015-12-30 19:20:22Z,Caldwell   Route,1720,1527,1661,835,1377
2021-01-13 07:43:52Z,Fairfield  Street,311,856,1480,1700,1971
2018-04-06 22:11:27Z,Queen Way,1070,1855,881,184,760
2016-08-27 19:58:05Z,Birkenhead   Vale,1979,631,1323,1807,899
2019-06-01 03:52:18Z,Wake  Tunnel,1403,1027,1688,361,397
2016-03-07 05:22:10Z,Yoakley Avenue,471,458,1806,1954,1194
2016-02-05 18:52:52Z,Meadow Rue,75,877,849,378,165
2012-06-03 05:02:34Z,Castle Way,539,453,1853,496,399
2014-01-27 08:45:41Z,Collins  Drive,1026,161,866,1,944
2011-08-28 15:05:25Z,Sheringham   Lane,81,953,812,1512,20
2015-02-12 00:08:07Z,Comet House  Lane,1186,1919,1354,102,699
2013-07-03 11:30:07Z,Emden   Boulevard,116,1850,689,1512,164
2019-04-15 02:21:29Z,Coal Wharf  Hill,752,372,900,1683,887
2013-12-12 22:42:32Z,Westcott  Grove,1220,974,946,646,843
2020-02-11 09:35:53Z,Elia   Street,1439,837,962,823,508
2014-01-19 07:02:45Z,Birkin   Pass,90,1167,982,1201,1015
2020-09-26 04:31:23Z,Ernest  Alley,1274,630,1715,566,1517
2013-10-23 07:56:52Z,Central  Hill,293,933,64,722,65
2010-08-25 15:23:30Z,Colombo   Route,1709,885,1779,1664,1641
2013-07-07 13:24:22Z,Hickory   Vale,1215,1562,332,1107,1941
2017-03-09 00:41:47Z,Byland  Avenue,942,875,50,1138,294
2020-04-26 03:50:58Z,Carnegie   Rue,562,920,831,787,1853
2016-02-21 01:21:28Z,Mariner   Drive,49,1717,501,390,957
2011-01-10 02:21:47Z,Durham Street,677,1942,905,1614,504
2011-08-11 18:16:30Z,Carlton  Avenue,1879,1001,1411,277,1155
2018-02-19 12:38:26Z,Longman   Rue,957,826,333,637,1903
2014-02-05 01:43:37Z,Angrave    Road,193,244,888,1882,239
2012-11-12 21:34:11Z,Bel   Route,993,1837,1500,978,680
2016-07-07 11:47:08Z,Biggerstaff   Avenue,1371,985,79,1282,1867
2012-03-28 10:13:45Z,Canal  Pass,1809,808,1168,1389,1273
2016-08-01 07:42:51Z,Blake  Boulevard,146,1833,495,1137,925
2022-09-05 12:14:49Z,Cobden  Crossroad,1212,872,1902,1803,957
2013-09-24 17:05:56Z,Hickory   Grove,1521,29,692,1810,1291
2021-03-29 22:27:25Z,Cato   Drive,766,840,246,788,730
2019-03-23 11:39:30Z,Berriman  Alley,122,1596,296,1486,1469
2010-05-14 01:55:45Z,Castile  Pass,1242,312,466,445,1115
2014-04-16 15:15:22Z,Parkfields Avenue,1232,107,1063,1558,169
2021-12-25 01:35:17Z,Birkin   Boulevard,1332,1907,1096,1514,1804
2011-09-11 22:23:28Z,Comet House  Grove,1324,1597,1934,322,286
2011-12-24 03:58:14Z,Cave   Lane,1084,364,190,423,1911
2022-04-07 03:52:09Z,Capeners  Rue,582,980,559,1349,1601
2015-07-24 12:18:57Z,Buttonwood Drive,323,782,1465,1623,1846
2020-02-17 20:25:17Z,Bempton   Hill,1548,823,732,1324,1381
2012-04-08 00:15:35Z,East Street,13,1016,955,1763,937
2014-07-28 17:25:55Z,Bermondsey    Street,1166,42,1408,958,288
2010-04-07 08:58:43Z,Aberavon  Crossroad,1418,1431,1735,617,277
2019-07-31 08:17:41Z,Chestnut  Hill,1902,769,450,669,84
2014-01-17 12:40:51Z,Thomas Doyle   Walk,1191,1657,691,1915,424
2010-05-25 22:54:35Z,Liverpool  Tunnel,328,1597,1523,28,320
2012-10-08 00:02:38Z,Pine Alley,33,139,639,508,1619
2022-09-20 00:25:03Z,Birkin   Drive,1807,241,79,1925,362
2016-10-28 08:17:46Z,Cavendish Lane,1363,442,853,1146,56
2011-12-19 07:39:49Z,Fieldstone Pass,1068,1625,553,1277,1916
2012-11-15 00:51:09Z,Caroline  Street,387,1789,1282,1949,395
2010-06-04 11:40:20Z,Chelsea Manor  Hill,203,776,198,1655,473
2022-05-11 20:05:22Z,Canon Pass,349,1172,453,1373,1085
2017-05-15 03:16:53Z,Virgil   Boulevard,955,55,1063,1863,106
2022-05-25 07:11:08Z,Durweston   Grove,1965,1423,1776,1079,262
2022-10-19 01:57:04Z,Meadow Drive,894,1440,110,1497,1022
2016-05-15 21:32:03Z,Durnford  Street,1562,1820,144,592,609
2021-09-01 21:46:10Z,Elf  Crossroad,1472,1207,1030,1596,6
2015-09-03 03:13:54Z,Ashley Alley,1015,1161,1622,1754,609
2015-10-03 18:16:34Z,Bempton   Road,1548,1860,1956,936,1669
2018-11-03 03:02:16Z,Adams  Crossroad,1153,1968,903,468,1426
2016-05-02 10:24:49Z,Chester  Lane,1353,805,982,970,855
2017-09-16 11:57:53Z,Bagford   Road,1355,1659,1169,1640,1069
2017-10-27 10:03:52Z,Maple Alley,1266,8,1654,851,142
2019-06-27 07:47:09Z,Elia   Way,1679,508,1151,1953,700
2013-04-14 13:32:17Z,St. Jamess  Route,1041,613,1244,1298,1785
2022-05-20 20:55:46Z,Walnut Lane,1202,1539,974,1315,5
2016-10-15 17:38:06Z,Duthie   Alley,143,1979,662,489,1116
2013-04-10 04:28:19Z,Calderwood   Drive,547,967,1041,1607,843
2020-11-17 08:54:13Z,Westbourne Road,1812,1306,1612,980,1384
2013-04-04 01:46:38Z,Heritage Road,877,470,1265,637,1296
2015-02-18 14:43:18Z,Belmont Park Street,1301,992,8,275,397
2011-04-23 21:16:10Z,Berriman  Lane,67,167,1356,877,136
2017-04-11 22:25:32Z,Ellerslie Lane,520,90,571,343,207
2012-06-15 22:17:29Z,Wadham  Walk,1357,5,620,972,1110
2010-09-05 21:50:21Z,Amwell    Lane,1085,404,1098,1281,420
2014-04-01 01:45:51Z,Chesterfield  Vale,1446,472,1917,1703,55
2022-12-18 16:17:51Z,Under  Road,462,809,1351,258,1164
2010-01-24 20:28:40Z,Tilson  Alley,738,1005,168,1244,926
2022-09-23 15:13:43Z,Maple Alley,1023,558,148,1055,1406
2010-04-28 21:06:04Z,Lake Tunnel,1052,1941,289,1929,162
2019-09-07 01:50:23Z,Calvin   Avenue,1285,1734,912,1535,811
2016-12-11 17:37:37Z,Monroe Road,233,1786,793,110,110
2013-12-02 20:30:33Z,Norfolk  Alley,210,1953,227,955,996
2021-09-04 20:10:51Z,Victorian  Alley,69,1273,414,143,1870
2018-01-19 09:21:25Z,Buttonwood Route,1023,1708,503,1136,53
2018-12-21 17:56:51Z,Boadicea   Crossroad,1068,1525,958,1309,1855
2010-06-21 19:43:27Z,Maple Grove,1998,1717,1520,1696,1966
2014-10-05 06:06:12Z,Blean   Walk,1476,931,518,453,1860
2021-05-03 05:24:53Z,Longleigh   Rue,341,206,888,1184,562
2018-12-29 08:29:41Z,Blandford  Boulevard,199,1709,785,1616,356
2019-03-10 09:41:45Z,Clavell   Rue,1519,49,28,791,1402
2011-05-18 22:30:02Z,Angel  Rue,616,1377,1314,808,783
2011-02-10 13:42:42Z,Vintners  Lane,788,732,809,1668,245
2019-01-08 11:01:12Z,Boleyn  Avenue,963,686,840,1156,1770
2022-11-17 06:29:11Z,Woodland Street,830,1093,1408,302,1548
2014-02-06 07:07:02Z,Gautrey  Street,1719,1261,1295,1982,1734
2022-10-14 06:58:00Z,Kimberley  Pass,1658,414,628,1967,1626
2012-08-09 13:26:12Z,Badric  Alley,323,1902,1715,260,1942
2021-12-15 04:42:05Z,Ellerman   Drive,523,967,1579,1861,1787
2011-08-12 06:12:11Z,Pine Boulevard,1380,1434,994,1673,1580
2016-07-12 02:31:35Z,Arthur  Drive,1586,939,1393,267,1474
2010-02-28 08:47:17Z,Cecilia  Walk,1693,1890,1661,389,1765
2013-12-26 10:08:58Z,Pine Tunnel,1656,522,282,1266,270
2011-09-08 15:36:32Z,Bloomsbury  Rue,629,1380,641,468,1520
2015-01-12 06:49:23Z,Clyde Avenue,1755,1741,1104,13,1192
2018-01-20 18:04:26Z,Vincent  Crossroad,1093,1282,871,1985,209
2021-05-29 05:06:39Z,Balfe   Avenue,305,1262,282,1748,1297
2017-02-06 01:51:09Z,Castlereagh   Pass,610,766,540,162,258
2016-12-08 01:48:28Z,Bigland  Route,889,288,1358,1596,1535
2013-09-05 09:34:16Z,College  Tunnel,757,1436,1842,1730,1444
2022-08-16 05:00:34Z,Arctic   Street,1653,672,106,1445,47
2019-09-26 16:02:50Z,Cheney  Way,1499,373,1993,390,1700
2020-02-14 18:27:33Z,Baynes  Crossroad,78,10,1104,320,527
2020-07-20 02:33:28Z,Arthur  Tunnel,520,634,686,1491,90
2013-05-17 15:51:14Z,Bond Avenue,1487,1936,1470,1737,1054
2011-07-29 10:12:06Z,Queen Walk,1913,595,96,342,1727
2016-04-25 20:54:17Z,Underwood  Boulevard,961,1853,1359,1703,209
2019-07-17 12:48:40Z,Elystan  Crossroad,1105,523,1167,850,789
2013-09-14 22:05:15Z,Waite  Rue,954,721,92,1395,1747
2015-02-23 03:57:18Z,Chesterfield  Street,794,975,1616,378,1350
2010-03-20 17:40:17Z,Durweston   Way,149,1489,1573,1175,878
2011-03-10 14:55:12Z,Howard Vale,1555,900,639,1612,814
2021-03-07 03:38:41Z,Chart   Street,742,1728,192,1233,412
2017-12-05 22:20:34Z,Blackall   Crossroad,1695,573,603,1821,573
2022-06-10 01:21:21Z,Lake Vale,461,1420,717,1739,1738
2017-12-04 20:32:38Z,Garfield Walk,1760,748,1845,984,1644
2021-07-04 00:58:50Z,Chester  Tunnel,1905,1205,66,1010,992
2017-06-18 04:33:20Z,Fairfield  Pass,457,1267,772,517,673
2019-08-19 08:27:02Z,Central  Rue,111,812,1854,1976,1589
2011-10-03 04:21:22Z,Norfolk  Rue,1901,1514,1512,1673,728
